Num,x1,x2,x3,x4,x5,x1Name,x2Name,x3Name,x4Name,x5Name,account,subArea,Population(K),GNI(M$),y1,y2,y3,z1,z2,z3
403,jp,7,5019,,,日本,福島県,石川町,,,,,13654,
404,jp,7,5027,,,日本,福島県,玉川村,,,,,6050,
405,jp,7,5035,,,日本,福島県,平田村,,,,,5352,
406,jp,7,5043,,,日本,福島県,浅川町,,,,,5782,
407,jp,7,5051,,,日本,福島県,古殿町,,,,,4517,
408,jp,7,5213,,,日本,福島県,三春町,,,,,16080,
409,jp,7,5221,,,日本,福島県,小野町,,,,,8864,
410,jp,7,5418,,,日本,福島県,広野町,,,,,4531,
411,jp,7,5426,,,日本,福島県,楢葉町,,,,,6409,
412,jp,7,5434,,,日本,福島県,富岡町,,,,,11316,
413,jp,7,5442,,,日本,福島県,川内村,,,,,2233,
414,jp,7,5451,,,日本,福島県,大熊町,,,,,9944,
415,jp,7,5469,,,日本,福島県,双葉町,,,,,5294,
416,jp,7,5477,,,日本,福島県,浪江町,,,,,14632,
417,jp,7,5485,,,日本,福島県,葛尾村,,,,,1216,
418,jp,7,5612,,,日本,福島県,新地町,,,,,7445,
419,jp,7,5647,,,日本,福島県,飯舘村,,,,,4506,
