a1,a2,a3,a4,a5,a6,"Num","x1","x2","x3","x4","x5","x1Name","x2Name","x3Name","x4Name","x5Name","account","subArea","Population(K)","GNI(M$)"
272141,大阪府,富田林市,105715,27,2141,,,,,,,,,,,,,,,
272159,大阪府,寝屋川市,224378,27,2159,,,,,,,,,,,,,,,
272167,大阪府,河内長野市,97912,27,2167,,,,,,,,,,,,,,,
272175,大阪府,松原市,116259,27,2175,,,,,,,,,,,,,,,
272183,大阪府,大東市,115687,27,2183,,,,,,,,,,,,,,,
272191,大阪府,和泉市,182481,27,2191,,,,,,,,,,,,,,,
272205,大阪府,箕面市,139527,27,2205,,,,,,,,,,,,,,,
272213,大阪府,柏原市,66500,27,2213,,,,,,,,,,,,,,,
272221,大阪府,羽曳野市,107406,27,2221,,,,,,,,,,,,,,,
272230,大阪府,門真市,116179,27,2230,,,,,,,,,,,,,,,
272248,大阪府,摂津市,86344,27,2248,,,,,,,,,,,,,,,
272256,大阪府,高石市,55968,27,2256,,,,,,,,,,,,,,,
272264,大阪府,藤井寺市,62304,27,2264,,,,,,,,,,,,,,,
272272,大阪府,東大阪市,477700,27,2272,,,,,,,,,,,,,,,
272281,大阪府,泉南市,58145,27,2281,,,,,,,,,,,,,,,
272299,大阪府,四條畷市,53749,27,2299,,,,,,,,,,,,,,,
272302,大阪府,交野市,77191,27,2302,,,,,,,,,,,,,,,
272311,大阪府,大阪狭山市,57746,27,2311,,,,,,,,,,,,,,,
272329,大阪府,阪南市,50080,27,2329,,,,,,,,,,,,,,,
273015,大阪府,島本町,32247,27,3015,,,,,,,,,,,,,,,
273210,大阪府,豊能町,17804,27,3210,,,,,,,,,,,,,,,
273228,大阪府,能勢町,8940,27,3228,,,,,,,,,,,,,,,
273414,大阪府,忠岡町,16317,27,3414,,,,,,,,,,,,,,,
273619,大阪府,熊取町,42544,27,3619,,,,,,,,,,,,,,,
273627,大阪府,田尻町,8484,27,3627,,,,,,,,,,,,,,,
273660,大阪府,岬町,14295,27,3660,,,,,,,,,,,,,,,
273813,大阪府,太子町,12673,27,3813,,,,,,,,,,,,,,,
273821,大阪府,河南町,14556,27,3821,,,,,,,,,,,,,,,
273830,大阪府,千早赤阪村,4687,27,3830,,,,,,,,,,,,,,,
281000,兵庫県,,5393607,28,,,,,,,,,,,,,,,,
281000,兵庫県,神戸市,1493543,28,1000,,,,,,,,,,,,,,,
282014,兵庫県,姫路市,523181,28,2014,,,,,,,,,,,,,,,
282022,兵庫県,尼崎市,457508,28,2022,,,,,,,,,,,,,,,
282031,兵庫県,明石市,307235,28,2031,,,,,,,,,,,,,,,
282049,兵庫県,西宮市,480818,28,2049,,,,,,,,,,,,,,,
282057,兵庫県,洲本市,40767,28,2057,,,,,,,,,,,,,,,
282065,兵庫県,芦屋市,94007,28,2065,,,,,,,,,,,,,,,
282073,兵庫県,伊丹市,200284,28,2073,,,,,,,,,,,,,,,
282081,兵庫県,相生市,27058,28,2081,,,,,,,,,,,,,,,
282090,兵庫県,豊岡市,75177,28,2090,,,,,,,,,,,,,,,
282103,兵庫県,加古川市,257203,28,2103,,,,,,,,,,,,,,,
282120,兵庫県,赤穂市,44179,28,2120,,,,,,,,,,,,,,,
282138,兵庫県,西脇市,37688,28,2138,,,,,,,,,,,,,,,
282146,兵庫県,宝塚市,227645,28,2146,,,,,,,,,,,,,,,
282154,兵庫県,三木市,73091,28,2154,,,,,,,,,,,,,,,
282162,兵庫県,高砂市,86511,28,2162,,,,,,,,,,,,,,,
282171,兵庫県,川西市,152914,28,2171,,,,,,,,,,,,,,,
282189,兵庫県,小野市,46825,28,2189,,,,,,,,,,,,,,,
282197,兵庫県,三田市,106482,28,2197,,,,,,,,,,,,,,,
282201,兵庫県,加西市,41455,28,2201,,,,,,,,,,,,,,,
282219,兵庫県,丹波篠山市,39095,28,2219,,,,,,,,,,,,,,,
282227,兵庫県,養父市,21005,28,2227,,,,,,,,,,,,,,,
282235,兵庫県,丹波市,60033,28,2235,,,,,,,,,,,,,,,
282243,兵庫県,南あわじ市,43732,28,2243,,,,,,,,,,,,,,,
282251,兵庫県,朝来市,27754,28,2251,,,,,,,,,,,,,,,
282260,兵庫県,淡路市,41364,28,2260,,,,,,,,,,,,,,,
282278,兵庫県,宍粟市,33749,28,2278,,,,,,,,,,,,,,,
282286,兵庫県,加東市,39413,28,2286,,,,,,,,,,,,,,,
282294,兵庫県,たつの市,72271,28,2294,,,,,,,,,,,,,,,
283011,兵庫県,猪名川町,28644,28,3011,,,,,,,,,,,,,,,
283657,兵庫県,多可町,18605,28,3657,,,,,,,,,,,,,,,
283819,兵庫県,稲美町,30491,28,3819,,,,,,,,,,,,,,,
283827,兵庫県,播磨町,34687,28,3827,,,,,,,,,,,,,,,
284424,兵庫県,市川町,10660,28,4424,,,,,,,,,,,,,,,
284432,兵庫県,福崎町,18573,28,4432,,,,,,,,,,,,,,,
284467,兵庫県,神河町,10144,28,4467,,,,,,,,,,,,,,,
284645,兵庫県,太子町,33414,28,4645,,,,,,,,,,,,,,,
284815,兵庫県,上郡町,13543,28,4815,,,,,,,,,,,,,,,
285013,兵庫県,佐用町,14727,28,5013,,,,,,,,,,,,,,,
285854,兵庫県,香美町,15303,28,5854,,,,,,,,,,,,,,,
285862,兵庫県,新温泉町,12829,28,5862,,,,,,,,,,,,,,,
292010,奈良県,,1303867,29,,,,,,,,,,,,,,,,
292010,奈良県,奈良市,347187,29,2010,,,,,,,,,,,,,,,
292028,奈良県,大和高田市,61818,29,2028,,,,,,,,,,,,,,,
292036,奈良県,山市,82598,29,2036,,,,,,,,,,,,,,,
292044,奈良県,天理市,60686,29,2044,,,,,,,,,,,,,,,
292052,奈良県,橿原市,118556,29,2052,,,,,,,,,,,,,,,
292061,奈良県,桜井市,54272,29,2061,,,,,,,,,,,,,,,
292079,奈良県,五條市,26900,29,2079,,,,,,,,,,,,,,,
292087,奈良県,御所市,23144,29,2087,,,,,,,,,,,,,,,
292095,奈良県,生駒市,116553,29,2095,,,,,,,,,,,,,,,
292109,奈良県,香芝市,78324,29,2109,,,,,,,,,,,,,,,
292117,奈良県,葛城市,37794,29,2117,,,,,,,,,,,,,,,
292125,奈良県,宇陀市,26694,29,2125,,,,,,,,,,,,,,,
293229,奈良県,山添村,3055,29,3229,,,,,,,,,,,,,,,
293423,奈良県,平群町,18142,29,3423,,,,,,,,,,,,,,,
293431,奈良県,三郷町,22349,29,3431,,,,,,,,,,,,,,,
293440,奈良県,斑鳩町,28036,29,3440,,,,,,,,,,,,,,,
293458,奈良県,安堵町,6975,29,3458,,,,,,,,,,,,,,,
293610,奈良県,川西町,7986,29,3610,,,,,,,,,,,,,,,
293628,奈良県,三宅町,6422,29,3628,,,,,,,,,,,,,,,
293636,奈良県,田原本町,31379,29,3636,,,,,,,,,,,,,,,
293857,奈良県,曽爾村,1270,29,3857,,,,,,,,,,,,,,,
293865,奈良県,御杖村,1347,29,3865,,,,,,,,,,,,,,,
294012,奈良県,高取町,6045,29,4012,,,,,,,,,,,,,,,
294021,奈良県,明日香村,5049,29,4021,,,,,,,,,,,,,,,
294241,奈良県,上牧町,21157,29,4241,,,,,,,,,,,,,,,
294250,奈良県,王寺町,23694,29,4250,,,,,,,,,,,,,,,
294268,奈良県,広陵町,35020,29,4268,,,,,,,,,,,,,,,
294276,奈良県,河合町,16614,29,4276,,,,,,,,,,,,,,,
294411,奈良県,吉野町,5834,29,4411,,,,,,,,,,,,,,,
294420,奈良県,大淀町,15797,29,4420,,,,,,,,,,,,,,,
294438,奈良県,下市町,4405,29,4438,,,,,,,,,,,,,,,
294446,奈良県,黒滝村,589,29,4446,,,,,,,,,,,,,,,
294462,奈良県,天川村,1194,29,4462,,,,,,,,,,,,,,,
294471,奈良県,野迫川村,322,29,4471,,,,,,,,,,,,,,,
294497,奈良県,十津川村,2757,29,4497,,,,,,,,,,,,,,,
294501,奈良県,下北山村,796,29,4501,,,,,,,,,,,,,,,
294519,奈良県,上北山村,421,29,4519,,,,,,,,,,,,,,,
294527,奈良県,川上村,1188,29,4527,,,,,,,,,,,,,,,
294535,奈良県,東吉野村,1498,29,4535,,,,,,,,,,,,,,,
302015,和歌山県,,901193,30,,,,,,,,,,,,,,,,
302015,和歌山県,和歌山市,352941,30,2015,,,,,,,,,,,,,,,
302023,和歌山県,海南市,46492,30,2023,,,,,,,,,,,,,,,
302031,和歌山県,橋本市,58792,30,2031,,,,,,,,,,,,,,,
302040,和歌山県,有田市,25230,30,2040,,,,,,,,,,,,,,,
302058,和歌山県,御坊市,21074,30,2058,,,,,,,,,,,,,,,
302066,和歌山県,田辺市,67316,30,2066,,,,,,,,,,,,,,,
302074,和歌山県,新宮市,25822,30,2074,,,,,,,,,,,,,,,
302082,和歌山県,紀の川市,58920,30,2082,,,,,,,,,,,,,,,
302091,和歌山県,岩出市,53900,30,2091,,,,,,,,,,,,,,,
303046,和歌山県,紀美野町,7711,30,3046,,,,,,,,,,,,,,,
303411,和歌山県,かつらぎ町,15299,30,3411,,,,,,,,,,,,,,,
303437,和歌山県,九度山町,3760,30,3437,,,,,,,,,,,,,,,
303445,和歌山県,高野町,2605,30,3445,,,,,,,,,,,,,,,
303615,和歌山県,湯浅町,10731,30,3615,,,,,,,,,,,,,,,
303623,和歌山県,広川町,6403,30,3623,,,,,,,,,,,,,,,
303666,和歌山県,有田川町,24954,30,3666,,,,,,,,,,,,,,,
303810,和歌山県,美浜町,6324,30,3810,,,,,,,,,,,,,,,
303828,和歌山県,日高町,7953,30,3828,,,,,,,,,,,,,,,
303836,和歌山県,由良町,5035,30,3836,,,,,,,,,,,,,,,
303909,和歌山県,印南町,7636,30,3909,,,,,,,,,,,,,,,
303917,和歌山県,みなべ町,11516,30,3917,,,,,,,,,,,,,,,
303925,和歌山県,日高川町,8962,30,3925,,,,,,,,,,,,,,,
304018,和歌山県,白浜町,19753,30,4018,,,,,,,,,,,,,,,
304042,和歌山県,上富田町,15683,30,4042,,,,,,,,,,,,,,,
304069,和歌山県,すさみ町,3471,30,4069,,,,,,,,,,,,,,,
304212,和歌山県,那智勝浦町,13468,30,4212,,,,,,,,,,,,,,,
304221,和歌山県,太地町,2834,30,4221,,,,,,,,,,,,,,,
304247,和歌山県,古座川町,2302,30,4247,,,,,,,,,,,,,,,
304271,和歌山県,北山村,382,30,4271,,,,,,,,,,,,,,,
304280,和歌山県,串本町,13924,30,4280,,,,,,,,,,,,,,,
312011,鳥取県,,534003,31,,,,,,,,,,,,,,,,
312011,鳥取県,鳥取市,179215,31,2011,,,,,,,,,,,,,,,
312029,鳥取県,米子市,144056,31,2029,,,,,,,,,,,,,,,
312037,鳥取県,倉吉市,43663,31,2037,,,,,,,,,,,,,,,
312045,鳥取県,境港市,32469,31,2045,,,,,,,,,,,,,,,
313025,鳥取県,岩美町,10769,31,3025,,,,,,,,,,,,,,,
313254,鳥取県,若桜町,2671,31,3254,,,,,,,,,,,,,,,
313289,鳥取県,智頭町,6129,31,3289,,,,,,,,,,,,,,,
313297,鳥取県,八頭町,15488,31,3297,,,,,,,,,,,,,,,
313645,鳥取県,三朝町,5788,31,3645,,,,,,,,,,,,,,,
313700,鳥取県,湯梨浜町,16219,31,3700,,,,,,,,,,,,,,,
313718,鳥取県,琴浦町,15784,31,3718,,,,,,,,,,,,,,,
313726,鳥取県,北栄町,14127,31,3726,,,,,,,,,,,,,,,
313840,鳥取県,日吉津村,3616,31,3840,,,,,,,,,,,,,,,
313866,鳥取県,大山町,14786,31,3866,,,,,,,,,,,,,,,
313891,鳥取県,南部町,10099,31,3891,,,,,,,,,,,,,,,
313904,鳥取県,伯耆町,10145,31,3904,,,,,,,,,,,,,,,
314013,鳥取県,日南町,3865,31,4013,,,,,,,,,,,,,,,
314021,鳥取県,日野町,2635,31,4021,,,,,,,,,,,,,,,
314030,鳥取県,江府町,2479,31,4030,,,,,,,,,,,,,,,
322016,島根県,,642590,32,,,,,,,,,,,,,,,,
322016,島根県,松江市,194313,32,2016,,,,,,,,,,,,,,,
322024,島根県,浜田市,48576,32,2024,,,,,,,,,,,,,,,
322032,島根県,出雲市,172327,32,2032,,,,,,,,,,,,,,,
322041,島根県,益田市,42986,32,2041,,,,,,,,,,,,,,,
322059,島根県,大田市,31475,32,2059,,,,,,,,,,,,,,,
322067,島根県,安来市,35112,32,2067,,,,,,,,,,,,,,,
322075,島根県,江津市,21202,32,2075,,,,,,,,,,,,,,,
322091,島根県,雲南市,34426,32,2091,,,,,,,,,,,,,,,
323438,島根県,奥出雲町,11077,32,3438,,,,,,,,,,,,,,,
323861,島根県,飯南町,4355,32,3861,,,,,,,,,,,,,,,
324418,島根県,川本町,2982,32,4418,,,,,,,,,,,,,,,
324485,島根県,美郷町,4034,32,4485,,,,,,,,,,,,,,,
324493,島根県,邑南町,9467,32,4493,,,,,,,,,,,,,,,
325015,島根県,津和野町,6373,32,5015,,,,,,,,,,,,,,,
325058,島根県,吉賀町,5571,32,5058,,,,,,,,,,,,,,,
325252,島根県,海士町,2209,32,5252,,,,,,,,,,,,,,,
325261,島根県,西ノ島町,2495,32,5261,,,,,,,,,,,,,,,
325279,島根県,知夫村,574,32,5279,,,,,,,,,,,,,,,
325287,島根県,隠岐の島町,13036,32,5287,,,,,,,,,,,,,,,
331007,岡山県,,1835478,33,,,,,,,,,,,,,,,,
331007,岡山県,岡山市,695690,33,1007,,,,,,,,,,,,,,,
332020,岡山県,倉敷市,473670,33,2020,,,,,,,,,,,,,,,
332038,岡山県,津山市,95030,33,2038,,,,,,,,,,,,,,,
332046,岡山県,玉野市,54130,33,2046,,,,,,,,,,,,,,,
332054,岡山県,笠岡市,44030,33,2054,,,,,,,,,,,,,,,
332071,岡山県,井原市,36670,33,2071,,,,,,,,,,,,,,,
332089,岡山県,総社市,69625,33,2089,,,,,,,,,,,,,,,
332097,岡山県,高梁市,26020,33,2097,,,,,,,,,,,,,,,
332101,岡山県,新見市,25939,33,2101,,,,,,,,,,,,,,,
332119,岡山県,備前市,30816,33,2119,,,,,,,,,,,,,,,
332127,岡山県,瀬戸内市,36160,33,2127,,,,,,,,,,,,,,,
332135,岡山県,赤磐市,42490,33,2135,,,,,,,,,,,,,,,
332143,岡山県,真庭市,40778,33,2143,,,,,,,,,,,,,,,
332151,岡山県,美作市,24886,33,2151,,,,,,,,,,,,,,,
332160,岡山県,浅口市,32525,33,2160,,,,,,,,,,,,,,,
333468,岡山県,和気町,12871,33,3468,,,,,,,,,,,,,,,
334235,岡山県,早島町,12748,33,4235,,,,,,,,,,,,,,,
334456,岡山県,里庄町,10883,33,4456,,,,,,,,,,,,,,,
334618,岡山県,矢掛町,13101,33,4618,,,,,,,,,,,,,,,
335860,岡山県,新庄村,793,33,5860,,,,,,,,,,,,,,,
336068,岡山県,鏡野町,12017,33,6068,,,,,,,,,,,,,,,
336220,岡山県,勝央町,10737,33,6220,,,,,,,,,,,,,,,
336238,岡山県,奈義町,5515,33,6238,,,,,,,,,,,,,,,
336432,岡山県,西粟倉村,1331,33,6432,,,,,,,,,,,,,,,
336637,岡山県,久米南町,4290,33,6637,,,,,,,,,,,,,,,
336661,岡山県,美咲町,12538,33,6661,,,,,,,,,,,,,,,
336815,岡山県,吉備中央町,10195,33,6815,,,,,,,,,,,,,,,
341002,広島県,,2728771,34,,,,,,,,,,,,,,,,
341002,広島県,広島市,1173543,34,1002,,,,,,,,,,,,,,,
342025,広島県,呉市,201242,34,2025,,,,,,,,,,,,,,,
342033,広島県,竹原市,22557,34,2033,,,,,,,,,,,,,,,
342041,広島県,三原市,87075,34,2041,,,,,,,,,,,,,,,
342050,広島県,尾道市,126396,34,2050,,,,,,,,,,,,,,,
342076,広島県,福山市,455028,34,2076,,,,,,,,,,,,,,,
342084,広島県,府中市,35105,34,2084,,,,,,,,,,,,,,,
342092,広島県,三次市,47904,34,2092,,,,,,,,,,,,,,,
342106,広島県,庄原市,31198,34,2106,,,,,,,,,,,,,,,
342114,広島県,大竹市,25353,34,2114,,,,,,,,,,,,,,,
342122,広島県,東広島市,190911,34,2122,,,,,,,,,,,,,,,
342131,広島県,廿日市市,115451,34,2131,,,,,,,,,,,,,,,
342149,広島県,安芸高田市,26041,34,2149,,,,,,,,,,,,,,,
342157,広島県,江田島市,20690,34,2157,,,,,,,,,,,,,,,
343021,広島県,府中町,52074,34,3021,,,,,,,,,,,,,,,
343048,広島県,海田町,30810,34,3048,,,,,,,,,,,,,,,
343072,広島県,熊野町,23475,34,3072,,,,,,,,,,,,,,,
343099,広島県,坂町,12498,34,3099,,,,,,,,,,,,,,,
343684,広島県,安芸太田町,5367,34,3684,,,,,,,,,,,,,,,
343692,広島県,北広島町,16953,34,3692,,,,,,,,,,,,,,,
344311,広島県,大崎上島町,6779,34,4311,,,,,,,,,,,,,,,
344621,広島県,世羅町,14519,34,4621,,,,,,,,,,,,,,,
345458,広島県,神石高原町,7802,34,5458,,,,,,,,,,,,,,,
352012,山口県,,1292956,35,,,,,,,,,,,,,,,,
352012,山口県,下関市,243422,35,2012,,,,,,,,,,,,,,,
352021,山口県,宇部市,156438,35,2021,,,,,,,,,,,,,,,
352039,山口県,山口市,185982,35,2039,,,,,,,,,,,,,,,
352047,山口県,萩市,41637,35,2047,,,,,,,,,,,,,,,
352063,山口県,防府市,113144,35,2063,,,,,,,,,,,,,,,
352071,山口県,下松市,56637,35,2071,,,,,,,,,,,,,,,
352080,山口県,岩国市,124568,35,2080,,,,,,,,,,,,,,,
352101,山口県,光市,48015,35,2101,,,,,,,,,,,,,,,
352110,山口県,長門市,30207,35,2110,,,,,,,,,,,,,,,
352128,山口県,柳井市,29233,35,2128,,,,,,,,,,,,,,,
352136,山口県,美祢市,20921,35,2136,,,,,,,,,,,,,,,
352152,山口県,周南市,134733,35,2152,,,,,,,,,,,,,,,
352161,山口県,山陽小野田市,58871,35,2161,,,,,,,,,,,,,,,
353051,山口県,周防大島町,13537,35,3051,,,,,,,,,,,,,,,
353213,山口県,和木町,5695,35,3213,,,,,,,,,,,,,,,
353418,山口県,上関町,2190,35,3418,,,,,,,,,,,,,,,
353434,山口県,田布施町,14033,35,3434,,,,,,,,,,,,,,,
353442,山口県,平生町,10748,35,3442,,,,,,,,,,,,,,,
355020,山口県,阿武町,2945,35,5020,,,,,,,,,,,,,,,
362018,徳島県,,700409,36,,,,,,,,,,,,,,,,
362018,徳島県,徳島市,244830,36,2018,,,,,,,,,,,,,,,
362026,徳島県,鳴門市,53240,36,2026,,,,,,,,,,,,,,,
362034,徳島県,小松島市,34604,36,2034,,,,,,,,,,,,,,,
362042,徳島県,阿南市,67946,36,2042,,,,,,,,,,,,,,,
362051,徳島県,吉野川市,37558,36,2051,,,,,,,,,,,,,,,
362069,徳島県,阿波市,34188,36,2069,,,,,,,,,,,,,,,
362077,徳島県,美馬市,26264,36,2077,,,,,,,,,,,,,,,
362085,徳島県,三好市,22225,36,2085,,,,,,,,,,,,,,,
363014,徳島県,勝浦町,4570,36,3014,,,,,,,,,,,,,,,
363022,徳島県,上勝町,1337,36,3022,,,,,,,,,,,,,,,
363219,徳島県,佐那河内村,2106,36,3219,,,,,,,,,,,,,,,
363413,徳島県,石井町,24567,36,3413,,,,,,,,,,,,,,,
363421,徳島県,神山町,4673,36,3421,,,,,,,,,,,,,,,
363685,徳島県,那賀町,7060,36,3685,,,,,,,,,,,,,,,
363839,徳島県,牟岐町,3424,36,3839,,,,,,,,,,,,,,,
363871,徳島県,美波町,5711,36,3871,,,,,,,,,,,,,,,
363880,徳島県,海陽町,8199,36,3880,,,,,,,,,,,,,,,
364011,徳島県,松茂町,14356,36,4011,,,,,,,,,,,,,,,
364029,徳島県,北島町,23682,36,4029,,,,,,,,,,,,,,,
364037,徳島県,藍住町,35320,36,4037,,,,,,,,,,,,,,,
364045,徳島県,板野町,12812,36,4045,,,,,,,,,,,,,,,
364053,徳島県,上板町,11140,36,4053,,,,,,,,,,,,,,,
364681,徳島県,つるぎ町,7392,36,4681,,,,,,,,,,,,,,,
364894,徳島県,東みよし町,13205,36,4894,,,,,,,,,,,,,,,
372013,香川県,,939965,37,,,,,,,,,,,,,,,,
372013,香川県,高松市,417660,37,2013,,,,,,,,,,,,,,,
372021,香川県,丸亀市,110803,37,2021,,,,,,,,,,,,,,,
372030,香川県,坂出市,49575,37,2030,,,,,,,,,,,,,,,
372048,香川県,善通寺市,29891,37,2048,,,,,,,,,,,,,,,
372056,香川県,観音寺市,56361,37,2056,,,,,,,,,,,,,,,
372064,香川県,さぬき市,44348,37,2064,,,,,,,,,,,,,,,
372072,香川県,東かがわ市,27353,37,2072,,,,,,,,,,,,,,,
372081,香川県,三豊市,60480,37,2081,,,,,,,,,,,,,,,
373222,香川県,土庄町,12384,37,3222,,,,,,,,,,,,,,,
373249,香川県,小豆島町,13057,37,3249,,,,,,,,,,,,,,,
373419,香川県,三木町,26877,37,3419,,,,,,,,,,,,,,,
373648,香川県,直島町,2896,37,3648,,,,,,,,,,,,,,,
373869,香川県,宇多津町,18305,37,3869,,,,,,,,,,,,,,,
373877,香川県,綾川町,22906,37,3877,,,,,,,,,,,,,,,
374032,香川県,琴平町,8140,37,4032,,,,,,,,,,,,,,,
374041,香川県,多度津町,21813,37,4041,,,,,,,,,,,,,,,
374067,香川県,まんのう町,17116,37,4067,,,,,,,,,,,,,,,
382019,愛媛県,,1296359,38,,,,,,,,,,,,,,,,
382019,愛媛県,松山市,496666,38,2019,,,,,,,,,,,,,,,
382027,愛媛県,今治市,147702,38,2027,,,,,,,,,,,,,,,
382035,愛媛県,宇和島市,66981,38,2035,,,,,,,,,,,,,,,
382043,愛媛県,八幡浜市,30019,38,2043,,,,,,,,,,,,,,,
382051,愛媛県,新居浜市,112724,38,2051,,,,,,,,,,,,,,,
382060,愛媛県,西条市,103413,38,2060,,,,,,,,,,,,,,,
382078,愛媛県,大洲市,39040,38,2078,,,,,,,,,,,,,,,
382108,愛媛県,伊予市,35173,38,2108,,,,,,,,,,,,,,,
382132,愛媛県,四国中央市,80965,38,2132,,,,,,,,,,,,,,,
382141,愛媛県,西予市,33721,38,2141,,,,,,,,,,,,,,,
382159,愛媛県,東温市,32959,38,2159,,,,,,,,,,,,,,,
383562,愛媛県,上島町,6085,38,3562,,,,,,,,,,,,,,,
383864,愛媛県,久万高原町,6889,38,3864,,,,,,,,,,,,,,,
384011,愛媛県,松前町,30195,38,4011,,,,,,,,,,,,,,,
384020,愛媛県,砥部町,20190,38,4020,,,,,,,,,,,,,,,
384224,愛媛県,内子町,14708,38,4224,,,,,,,,,,,,,,,
384429,愛媛県,伊方町,7764,38,4429,,,,,,,,,,,,,,,
384844,愛媛県,松野町,3484,38,4844,,,,,,,,,,,,,,,
384887,愛媛県,鬼北町,9108,38,4887,,,,,,,,,,,,,,,
385069,愛媛県,愛南町,18573,38,5069,,,,,,,,,,,,,,,
392014,高知県,,664863,39,,,,,,,,,,,,,,,,
392014,高知県,高知市,312228,39,2014,,,,,,,,,,,,,,,
392022,高知県,室戸市,11273,39,2022,,,,,,,,,,,,,,,
392031,高知県,安芸市,15555,39,2031,,,,,,,,,,,,,,,
392049,高知県,南国市,45979,39,2049,,,,,,,,,,,,,,,
392057,高知県,土佐市,25646,39,2057,,,,,,,,,,,,,,,
392065,高知県,須崎市,19325,39,2065,,,,,,,,,,,,,,,
392081,高知県,宿毛市,18394,39,2081,,,,,,,,,,,,,,,
392090,高知県,土佐清水市,11591,39,2090,,,,,,,,,,,,,,,
392103,高知県,四万十市,31424,39,2103,,,,,,,,,,,,,,,
392111,高知県,香南市,32585,39,2111,,,,,,,,,,,,,,,
392120,高知県,香美市,24667,39,2120,,,,,,,,,,,,,,,
393011,高知県,東洋町,2059,39,3011,,,,,,,,,,,,,,,
393029,高知県,奈半利町,2858,39,3029,,,,,,,,,,,,,,,
393037,高知県,田野町,2419,39,3037,,,,,,,,,,,,,,,
393045,高知県,安田町,2269,39,3045,,,,,,,,,,,,,,,
393053,高知県,北川村,1177,39,3053,,,,,,,,,,,,,,,
393061,高知県,馬路村,762,39,3061,,,,,,,,,,,,,,,
393070,高知県,芸西村,3570,39,3070,,,,,,,,,,,,,,,
393410,高知県,本山町,3125,39,3410,,,,,,,,,,,,,,,
393444,高知県,大豊町,2961,39,3444,,,,,,,,,,,,,,,
393631,高知県,土佐町,3488,39,3631,,,,,,,,,,,,,,,
393649,高知県,大川村,355,39,3649,,,,,,,,,,,,,,,
393860,高知県,いの町,20829,39,3860,,,,,,,,,,,,,,,
393878,高知県,仁淀川町,4459,39,3878,,,,,,,,,,,,,,,
394017,高知県,中土佐町,5774,39,4017,,,,,,,,,,,,,,,
394025,高知県,佐川町,11805,39,4025,,,,,,,,,,,,,,,
394033,高知県,越知町,4811,39,4033,,,,,,,,,,,,,,,
394050,高知県,檮原町,3084,39,4050,,,,,,,,,,,,,,,
394106,高知県,日高村,4704,39,4106,,,,,,,,,,,,,,,
394114,高知県,津野町,5184,39,4114,,,,,,,,,,,,,,,
394122,高知県,四万十町,14945,39,4122,,,,,,,,,,,,,,,
394246,高知県,大月町,4348,39,4246,,,,,,,,,,,,,,,
394271,高知県,三原村,1355,39,4271,,,,,,,,,,,,,,,
394289,高知県,黒潮町,9855,39,4289,,,,,,,,,,,,,,,
401005,福岡県,,5086957,40,,,,,,,,,,,,,,,,
401005,福岡県,北九州市,913577,40,1005,,,,,,,,,,,,,,,
401307,福岡県,福岡市,1608140,40,1307,,,,,,,,,,,,,,,
402028,福岡県,大牟田市,104688,40,2028,,,,,,,,,,,,,,,
402036,福岡県,久留米市,300199,40,2036,,,,,,,,,,,,,,,
402044,福岡県,直方市,54838,40,2044,,,,,,,,,,,,,,,
402052,福岡県,飯塚市,124118,40,2052,,,,,,,,,,,,,,,
402061,福岡県,田川市,44839,40,2061,,,,,,,,,,,,,,,
402079,福岡県,柳川市,61536,40,2079,,,,,,,,,,,,,,,
402109,福岡県,八女市,59544,40,2109,,,,,,,,,,,,,,,
402117,福岡県,筑後市,49134,40,2117,,,,,,,,,,,,,,,
402125,福岡県,大川市,31147,40,2125,,,,,,,,,,,,,,,
402133,福岡県,行橋市,72254,40,2133,,,,,,,,,,,,,,,
402141,福岡県,豊前市,23322,40,2141,,,,,,,,,,,,,,,
402150,福岡県,中間市,39014,40,2150,,,,,,,,,,,,,,,
402168,福岡県,市,59509,40,2168,,,,,,,,,,,,,,,
402176,福岡県,筑紫野市,106375,40,2176,,,,,,,,,,,,,,,
402184,福岡県,春日市,111919,40,2184,,,,,,,,,,,,,,,
402192,福岡県,大野城市,103537,40,2192,,,,,,,,,,,,,,,
402206,福岡県,宗像市,96869,40,2206,,,,,,,,,,,,,,,
402214,福岡県,太宰府市,71566,40,2214,,,,,,,,,,,,,,,
402231,福岡県,古賀市,59184,40,2231,,,,,,,,,,,,,,,
402249,福岡県,福津市,69201,40,2249,,,,,,,,,,,,,,,
402257,福岡県,うきは市,27382,40,2257,,,,,,,,,,,,,,,
402265,福岡県,宮若市,26092,40,2265,,,,,,,,,,,,,,,
402273,福岡県,嘉麻市,34143,40,2273,,,,,,,,,,,,,,,
402281,福岡県,朝倉市,50024,40,2281,,,,,,,,,,,,,,,
402290,福岡県,みやま市,34291,40,2290,,,,,,,,,,,,,,,
402303,福岡県,糸島市,104175,40,2303,,,,,,,,,,,,,,,
402311,福岡県,那珂川市,49435,40,2311,,,,,,,,,,,,,,,
403415,福岡県,宇美町,36878,40,3415,,,,,,,,,,,,,,,
403423,福岡県,篠栗町,31261,40,3423,,,,,,,,,,,,,,,
403431,福岡県,志免町,46379,40,3431,,,,,,,,,,,,,,,
403440,福岡県,須惠町,29307,40,3440,,,,,,,,,,,,,,,
403458,福岡県,新宮町,32979,40,3458,,,,,,,,,,,,,,,
